SNP_ID	cdv_marker_id	Chromosome	Position	alt_pos	mult_positions	amplicon	cdv_map_feature.name	gene	candidate/random	Genaissance_daa_id	Sequenom_daa_id	count_amplicons	count_cmf	count_gene
PZB01112.4	6247	5	68419601			PZB01112	AZM4_52718	AZM4_52718	candidate	8286	11657	0	0	0
PZB01112.5	6248	5	68419948			PZB01112	AZM4_52718	AZM4_52718	candidate	8287	11658	0	0	0
PZB01112.6	6249	5	68419832			PZB01112	AZM4_52718	AZM4_52718	candidate	8288	11659	0	0	0
PZB01113.4	6251	4	146239224			PZB01113	AZM4_106873	AZM4_106873	candidate	8290	11660	1	1	1
PZB01114.1	5717	9	60776323			PZB01114	AZM4_82653	AZM4_82653	candidate	8291	11661	1	1	1
PZB01114.3	6252	9	60775971			PZB01114	AZM4_82653	AZM4_82653	candidate	8292	11663	0	0	0
PZB01115.1	5729	5	60964602			PZB01115	AZM4_124830	AZM4_124830	candidate	10087	11664	1	1	1
PZB01115.5	6254	5	60964409			PZB01115	AZM4_124830	AZM4_124830	candidate	8293	11665	0	0	0
PZB01115.6	6255	5	60964310			PZB01115	AZM4_124830	AZM4_124830	candidate	8294	11666	0	0	0
PZB01116.2	6256	5	119741405			PZB01116	AZM4_33193	AZM4_33193	candidate	8295	11667	1	1	1
PZB01221.1	6261	6	82511779			PZB01221	AZM4_93149	AZM4_93149	candidate	8296	11670	1	1	1
PZB01222.1	6263	6	164419435			PZB01222	AZM3_78186	AZM3_78186	candidate	8297	11671	1	1	1
PZB01222.3	6265	6	164419373			PZB01222	AZM3_78186	AZM3_78186	candidate	8298	11672	0	0	0
PZB01223.3	5754	3	192865132			PZB01223	AZM4_14818	AZM4_14818	candidate	8299	11673	1	1	1
PZB01223.4	6266	3	192865213			PZB01223	AZM4_14818	AZM4_14818	candidate	8300	11674	0	0	0
PZB01223.7	6269	3	192864975			PZB01223	AZM4_14818	AZM4_14818	candidate	10088	11676	0	0	0
PZB01225.1	6270	1	63234203			PZB01225	AZM4_70359	AZM4_70359	candidate	8301	11677	1	1	1
PZB01225.2	6271	1	63234310			PZB01225	AZM4_70359	AZM4_70359	candidate	8302	11678	0	0	0
PZB01225.4	6273	1	63234263			PZB01225	AZM4_70359	AZM4_70359	candidate	8304	11679	0	0	0
PZB01228.1	6276	7	15335449			PZB01228	AZM4_91444	AZM4_91444	candidate	8305	11683	1	1	1
PZB01228.3	6278	7	15335531			PZB01228	AZM4_91444	AZM4_91444	candidate	8306	11684	0	0	0
PZB01228.4	6279	7	15335577			PZB01228	AZM4_91444	AZM4_91444	candidate	8307	11685	0	0	0
PZB01233.2	6284	2	3376330			PZB01233	AZM4_1894	AZM4_1894	candidate	10089	11689	1	1	1
PZB01233.3	6285	2	3375911			PZB01233	AZM4_1894	AZM4_1894	candidate	8309	11690	0	0	0
PZB01238.5	6292	7	161167790			PZB01238	Ra3	ra3	candidate	8310	11695	1	1	1
PZB01238.6	6293	7	161167688			PZB01238	Ra3	ra3	candidate	8311	11696	0	0	0
PZB01427.1	6294	1	270363945			PZB01427	AY312169	AY312169	candidate	8312	11697	1	1	1
PZB01427.3	6296	1	270363859			PZB01427	AY312169	AY312169	candidate	8313	11699	0	0	0
PZB01463.2	6298	3	157318000			PZB01463	AY104147	AY104147	candidate	8314	11700	1	1	1
PZB01463.3	6299	3	157318250			PZB01463	AY104147	AY104147	candidate	8315	11701	0	0	0
PZB01463.4	6300	3	157318105			PZB01463	AY104147	AY104147	candidate	8316	11702	0	0	0
PZD00003.1	6306	3	161572452			PZD00003	M60214	M60214	candidate	10091	11703	1	1	1
PZD00003.3	6308	3	161572823			PZD00003	M60214	M60214	candidate	8317	11704	0	0	0
PZD00007.1	6312	3	163618708			PZD00007	AF348319	AF348319	candidate	8319	11706	1	1	1
PZD00008.3	6315	3	163617500			PZD00008	AF348319	AF348319	candidate	8320	11707	1	0	0
PZD00011.1	6321	6	132084997			PZD00011	zag1	zag1	candidate	8322	11709	1	1	1
PZD00011.3	6323	6	132084452			PZD00011	zag1	zag1	candidate	8323	11710	0	0	0
PZD00011.4	6324	6	132084516			PZD00011	zag1	zag1	candidate	8324	11711	0	0	0
PZD00012.1	6325	6	132078067			PZD00012	zag1	zag1	candidate	10092	11712	1	0	0
PZD00012.2	6326	6	132079305			PZD00012	zag1	zag1	candidate	8325	11713	0	0	0
PZD00012.3	6327	6	132079328			PZD00012	zag1	zag1	candidate	10093	11714	0	0	0
PZD00012.4	6328	6	132079083			PZD00012	zag1	zag1	candidate	8326	11715	0	0	0
PZD00012.5	6329	6	132078952			PZD00012	zag1	zag1	candidate	10094	11716	0	0	0
PZD00013.3	6332	3	133484983			PZD00013	X80206	X80206	candidate	8327	11717	1	1	1
PZD00013.4	6333	3	133484968			PZD00013	X80206	X80206	candidate	8328	11718	0	0	0
PZD00014.3	6336	3	133482411			PZD00014	X80206	X80206	candidate	8329	11719	1	0	0
PZD00017.1	6343	5	195724313			PZD00017	zag3	zag3	candidate	8331	11720	1	1	1
PZD00019.1	6346	1	4912321			PZD00019	AY104805	AY104805	candidate	8332	11722	1	1	1
PZD00020.2	6348	1	4835690			PZD00020	AY104805	AY104805	candidate	8333	11723	1	0	0
PZD00020.3	6349	1	4836270			PZD00020	AY104805	AY104805	candidate	8334	11724	0	0	0
PZD00020.4	6350	1	4835949			PZD00020	AY104805	AY104805	candidate	8335	11725	0	0	0
PZD00020.6	6352	1	4836190			PZD00020	AY104805	AY104805	candidate	8336	11726	0	0	0
PZD00021.2	6354	1	4835540			PZD00021	AY104805	AY104805	candidate	10095	11727	1	0	0
PZD00021.4	6356	1	4835472			PZD00021	AY104805	AY104805	candidate	8337	11728	0	0	0
PZD00021.5	6357	1	4835596			PZD00021	AY104805	AY104805	candidate	8338	11729	0	0	0
PZD00022.1	6358	2	233129138			PZD00022	L46400	L46400	candidate	8339	11730	1	1	1
PZD00022.3	6360	2	233129091			PZD00022	L46400	L46400	candidate	8340	11732	0	0	0
PZD00022.4	6361	2	233128502			PZD00022	L46400	L46400	candidate	8341	11733	0	0	0
PZD00024.2	6708	8	22274672			PZD00024	ZmCKXF	ZmCKXF	candidate	8342	11734	1	1	1
PZD00025.1	6709	8	22277128			PZD00025	ZmCKXF	ZmCKXF	candidate	8343	11735	1	0	0
PZD00025.2	6710	8	22276752			PZD00025	ZmCKXF	ZmCKXF	candidate	8344	11736	0	0	0
PZD00030.1	6368	4	177974968			PZD00030	zmm19	zmm19	candidate	8345	11737	1	1	1
PZD00030.4	6371	4	177975924			PZD00030	zmm19	zmm19	candidate	8346	11738	0	0	0
PZD00030.5	6372	4	177976199			PZD00030	zmm19	zmm19	candidate	8347	11739	0	0	0
PZD00030.6	6373	4	177975706			PZD00030	zmm19	zmm19	candidate	8348	11740	0	0	0
PZD00034.3	6381	8	23005432	Approximate: position of another SNP from the same amplicon plus 50 bases		PZD00034	zmm2	zmm2	candidate	8349	11742	1	1	1
PZD00043.1	6386	7	158733284			PZD00043	zmm28	zmm28	candidate	8350	11743	1	1	1
PZD00043.2	6387	7	158733225			PZD00043	zmm28	zmm28	candidate	8351	11744	0	0	0
PZD00043.3	6388	7	158733204			PZD00043	zmm28	zmm28	candidate	8352	11745	0	0	0
PZD00043.4	6389	7	158733124			PZD00043	zmm28	zmm28	candidate	10096	11746	0	0	0
PZD00044.2	6391	7	158727917			PZD00044	zmm28	zmm28	candidate	8353	11747	1	0	0
PZD00044.3	6392	7	158728045			PZD00044	zmm28	zmm28	candidate	8354	11748	0	0	0
PZD00044.4	6393	7	158727996			PZD00044	zmm28	zmm28	candidate	8355	11749	0	0	0
PZD00045.1	6395	7	158729405			PZD00045	zmm28	zmm28	candidate	8356	11750	1	0	0
PZD00045.2	6396	7	158729314			PZD00045	zmm28	zmm28	candidate	8357	11751	0	0	0
PZD00045.3	6397	7	158729616			PZD00045	zmm28	zmm28	candidate	8358	11752	0	0	0
PZD00045.4	6398	7	158728965			PZD00045	zmm28	zmm28	candidate	8359	11753	0	0	0
PZD00049.3	6407	9	16960436			PZD00049	Y09301	Y09301	candidate	8361	11754	1	1	1
PZD00049.4	6408	9	16960510			PZD00049	Y09301	Y09301	candidate	8362	11755	0	0	0
PZD00049.5	6409	9	16960633			PZD00049	Y09301	Y09301	candidate	8363	11756	0	0	0
PZD00051.1	6410	1	193880141	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZD00051	zmm6	zmm6	candidate	8364	11757	1	1	1
PZD00052.3	6416	unknown	unknown			PZD00052	zmm6	zmm6	candidate	8365	11758	1	0	0
PZD00052.4	6417	unknown	unknown			PZD00052	zmm6	zmm6	candidate	8366	11759	0	0	0
PZD00062.2	6425	1	264795088			PZD00062	tb1	tb1	candidate	8368	11760	1	1	1
PZD00066.1	6431	1	265199449			PZD00066	d8	d8	candidate	8369	11762	1	1	1
PZD00067.1	6435	4	132735656			PZD00067	fae2	fae2	candidate	8370	11764	1	1	1
PZD00067.2	6436	4	132735191			PZD00067	fae2	fae2	candidate	8371	11765	0	0	0
PZD00067.3	6437	4	132735518			PZD00067	fae2	fae2	candidate	8372	11766	0	0	0
PZD00068.1	6438	1	238902054			PZD00068	id1	id1	candidate	8373	11767	1	0	0
PZD00069.2	6442	1	291833791			PZD00069	ids1	ids1	candidate	10098	11769	1	1	1
PZD00069.3	6443	1	291833188			PZD00069	ids1	ids1	candidate	8374	11770	0	0	0
PZD00069.4	6444	1	291834351			PZD00069	ids1	ids1	candidate	8375	11771	0	0	0
PZD00069.5	6445	1	291833767			PZD00069	ids1	ids1	candidate	8376	11772	0	0	0
PZD00073.1	6595	7	104898544			PZD00073	ra1	ra1	candidate	8377	11774	1	1	1
PZD00073.2	6596	7	104899119	Approximate: position of another SNP from the same amplicon plus 50 bases		PZD00073	ra1	ra1	candidate	8379	11775	0	0	0
PZD00073.6	6600	7	104899269	Approximate: position of another SNP from the same amplicon plus 200 bases		PZD00073	ra1	ra1	candidate	8381	11776	0	0	0
PZD00074.1	12478	2	3375254			PZD00074	ZmWUS1	ZmWUS1	candidate	8382	11778	1	1	1
PZD00075.1	12479	10	146599154			PZD00075	ZmWUS2	ZmWUS2	candidate	8383	11780	1	1	1
PZD00075.2	12480	10	146599484			PZD00075	ZmWUS2	ZmWUS2	candidate	8384	11781	0	0	0
PZD00076.1	7003	1	69427796			PZD00076	Grain Wt. QTL (McCouch)	Grain Wt. QTL1	candidate	8385	11782	1	1	1
PZD00076.2	7004	1	69427885	Approximate: position of another SNP from the same amplicon plus 50 bases		PZD00076	Grain Wt. QTL (McCouch)	Grain Wt. QTL1	candidate	8386	11783	0	0	0
PZD00076.4	7006	1	69427985	Approximate: position of another SNP from the same amplicon plus 150 bases		PZD00076	Grain Wt. QTL (McCouch)	Grain Wt. QTL1	candidate	8387	11784	0	0	0
PZD00077.10	7018	1	69439911	Approximate: position of another SNP from the same amplicon plus 50 bases		PZD00077	Grain Wt. QTL (McCouch)	Grain Wt. QTL2	candidate	8388	11785	1	0	1
PZD00077.5	7013	1	69439550			PZD00077	Grain Wt. QTL (McCouch)	Grain Wt. QTL2	candidate	8389	11786	0	0	0
PZD00077.7	7015	1	69439961	Approximate: position of another SNP from the same amplicon plus 100 bases		PZD00077	Grain Wt. QTL (McCouch)	Grain Wt. QTL2	candidate	8390	11787	0	0	0
PZD00077.8	7016	1	69439376			PZD00077	Grain Wt. QTL (McCouch)	Grain Wt. QTL2	candidate	8391	11788	0	0	0
PZD00078.2	6453	unknown	unknown			PZD00078	AY753892	AY753892	candidate	8392	11790	1	1	1
Ra2_ORF.1	7023	unknown	unknown			Ra2_ORF	NULL	ra2	candidate	8415	11791	1	0	1
Ra2_ORF.2	7024	unknown	unknown			Ra2_ORF	NULL	ra2	candidate	8416	11792	0	0	0
Ra2_ORF.4	7026	unknown	unknown			Ra2_ORF	NULL	ra2	candidate	10100	11793	0	0	0
Ra2_promoter.1	7019	unknown	unknown			Ra2_promoter	NULL	ra2	candidate	8417	11795	1	0	0
Ra2_promoter.2	7020	unknown	unknown			Ra2_promoter	NULL	ra2	candidate	8418	11796	0	0	0
Ra2_promoter.3	7021	unknown	unknown			Ra2_promoter	NULL	ra2	candidate	8419	11797	0	0	0
sh2.5	6456	3	214841045			sh2	sh2	sh2	candidate	8420	11805	1	1	1
sh2.6	6457	3	214840985			sh2	sh2	sh2	candidate	10101	11806	0	0	0
sh2.7	6458	3	214840411			sh2	sh2	sh2	candidate	8421	11807	0	0	0
sh2.9	6460	3	214841109			sh2	sh2	sh2	candidate	8422	11808	0	0	0
su1.4	5706	4	41189019			su1	su1	su1	candidate	8423	11812	1	1	1
su1.5	6587	4	41198386			su1	su1	su1	candidate	8424	11813	0	0	0
su1.7	6589	4	41196048			su1	su1	su1	candidate	8425	11814	0	0	0
tb1.17	3498	1	264847517			tb1	tb1	tb1	candidate	8427	11815	1	0	0
tb1.18	3499	1	264847469			tb1	tb1	tb1	candidate	8428	11816	0	0	0
tb1.19	3500	1	264847429			tb1	tb1	tb1	candidate	8429	11817	0	0	0
tb1.5	3491	1	264849536			tb1	tb1	tb1	candidate	8430	11818	0	0	0
te1.3	3503	3	163617892			te1	AF348319	te1	candidate	10103	11819	1	0	1
te1.4	3504	3	163617645			te1	AF348319	te1	candidate	8431	11820	0	0	0
zagl1.1	3511	1	4912526			zagl1	AY104805	zagl1	candidate	8432	11821	1	0	1
zagl1.6	3513	1	4835658	Approximate: position of another SNP from the same amplicon plus 100 bases		zagl1	AY104805	zagl1	candidate	8433	11822	0	0	0
zap1.2	3514	2	233128584			zap1	L46400	zap1	candidate	8434	11823	1	0	1
zen1.1	3519	unknown	unknown			zen1	CF649098	zen1	candidate	8435	11824	1	1	1
zen1.2	3520	unknown	unknown			zen1	CF649098	zen1	candidate	8436	11826	0	0	0
zen1.4	3521	unknown	unknown			zen1	CF649098	zen1	candidate	8437	11827	0	0	0
zfl2.6	6463	2	12543294			zfl2	zfl2	zfl2	candidate	8438	11828	1	1	1
zmm3.4	3527	9	16966348			zmm3	Y09301	zmm3	candidate	10104	11829	1	0	1
